 0.1991000	-1.0000000E+000 
 0.3973000	 1.0000000E+000 
 0.5955000	-4.2883559E-002 
 0.7937000	 4.2183366E-001 
 0.9919000	-9.9975687E-001 
 1.1901000	-6.2853687E-002 
 1.3883000	-1.3913962E-001 
 1.5865000	-1.6682662E-001 
 1.7847000	-4.9602383E-001 
 1.9829000	-5.2007676E-001 
 2.1811000	-9.7068988E-002 
 2.3793000	-5.3643195E-001 
 2.5775000	-3.3325928E-001 
 2.7757000	-2.6169640E-001 
 2.9739000	-4.9417535E-001 
 3.1721000	-5.4048689E-001 
 3.3703000	-6.2895027E-001 
 3.5685000	-6.5924396E-001 
 3.7667000	-7.8021628E-001 
 3.9649000	-7.6972083E-001 
 4.1631000	-8.4673158E-001 
 4.3613000	-8.6354918E-001 
 4.5595000	-8.9907085E-001 
 4.7577000	-9.3344727E-001 
 4.9559000	-9.6059795E-001 
 5.1541000	-9.3374240E-001 
 5.3523000	-9.4629187E-001 
 5.5505000	-9.3706259E-001 
 5.7487000	-9.7486309E-001 
 5.9469000	-9.3667872E-001 
 6.1451000	-9.3478601E-001 
 6.3433000	-9.3634017E-001 
 6.5415000	-9.5409726E-001 
 6.7397000	-9.6179763E-001 
 6.9379000	-9.6661364E-001 
 7.1361000	-9.4707173E-001 
 7.3343000	-9.5370971E-001 
 7.5325000	-9.5501706E-001 
 7.7307000	-9.6311996E-001 
 7.9289000	-9.5955802E-001 
 8.1271000	-9.5871947E-001 
 8.3253000	-9.6201021E-001 
 8.5235000	-9.6285340E-001 
 8.7217000	-9.2928128E-001 
 8.9199000	-9.3203491E-001 
 9.1181000	-9.7737202E-001 
 9.3163000	-9.7013925E-001 
 9.5145000	-9.5946783E-001 
 9.7127000	-9.7802883E-001 
 9.9109000	-9.6310337E-001 
