0   -1.003006  -3.067041
0   -0.988978  -3.066800
0   -0.974950  -3.066563
0   -0.960922  -3.066329
0   -0.946894  -3.066098
0   -0.932866  -3.065871
0   -0.918838  -3.065647
0   -0.904810  -3.065427
0   -0.890782  -3.065210
0   -0.876754  -3.064996
0   -0.862725  -3.064786
0   -0.848697  -3.064579
0   -0.834669  -3.064376
0   -0.820641  -3.064176
0   -0.806613  -3.063979
0   -0.792585  -3.063786
0   -0.778557  -3.063596
0   -0.764529  -3.063410
0   -0.750501  -3.063226
0   -0.736473  -3.063047
0   -0.722445  -3.062870
0   -0.708417  -3.062697
0   -0.694389  -3.062528
0   -0.680361  -3.062362
0   -0.666333  -3.062199
0   -0.652305  -3.062040
0   -0.638277  -3.061884
0   -0.624248  -3.061731
0   -0.610220  -3.061582
0   -0.596192  -3.061436
0   -0.582164  -3.061294
0   -0.568136  -3.061155
0   -0.554108  -3.061019
0   -0.540080  -3.060887
0   -0.526052  -3.060758
0   -0.512024  -3.060633
0   -0.497996  -3.060510
0   -0.483968  -3.060392
0   -0.469940  -3.060277
0   -0.455912  -3.060165
0   -0.441884  -3.060056
0   -0.427856  -3.059951
0   -0.413828  -3.059849
0   -0.399800  -3.059751
0   -0.385772  -3.059656
0   -0.371743  -3.059564
0   -0.357715  -3.059476
0   -0.343687  -3.059392
0   -0.329659  -3.059310
0   -0.315631  -3.059232
0   -0.301603  -3.059158
0   -0.287575  -3.059086
0   -0.273547  -3.059019
0   -0.259519  -3.058954
0   -0.245491  -3.058893
0   -0.231463  -3.058836
0   -0.217435  -3.058781
0   -0.203407  -3.058730
0   -0.189379  -3.058683
0   -0.175351  -3.058639
0   -0.161323  -3.058598
0   -0.147295  -3.058561
0   -0.133267  -3.058527
0   -0.119238  -3.058496
0   -0.105210  -3.058469
0   -0.091182  -3.058446
0   -0.077154  -3.058425
0   -0.063126  -3.058408
0   -0.049098  -3.058395
0   -0.035070  -3.058385
0   -0.021042  -3.058378
0   -0.007014  -3.058374
0   0.007014  -3.058374
0   0.021042  -3.058378
0   0.035070  -3.058385
0   0.049098  -3.058395
0   0.063126  -3.058408
0   0.077154  -3.058425
0   0.091182  -3.058446
0   0.105210  -3.058469
0   0.119238  -3.058496
0   0.133267  -3.058527
0   0.147295  -3.058561
0   0.161323  -3.058598
0   0.175351  -3.058639
0   0.189379  -3.058683
0   0.203407  -3.058730
0   0.217435  -3.058781
0   0.231463  -3.058836
0   0.245491  -3.058893
0   0.259519  -3.058954
0   0.273547  -3.059019
0   0.287575  -3.059086
0   0.301603  -3.059158
0   0.315631  -3.059232
0   0.329659  -3.059310
0   0.343687  -3.059392
0   0.357715  -3.059476
0   0.371743  -3.059564
0   0.385772  -3.059656
0   0.399800  -3.059751
0   0.413828  -3.059849
0   0.427856  -3.059951
0   0.441884  -3.060056
0   0.455912  -3.060165
0   0.469940  -3.060277
0   0.483968  -3.060392
0   0.497996  -3.060510
0   0.512024  -3.060633
0   0.526052  -3.060758
0   0.540080  -3.060887
0   0.554108  -3.061019
0   0.568136  -3.061155
0   0.582164  -3.061294
0   0.596192  -3.061436
0   0.610220  -3.061582
0   0.624248  -3.061731
0   0.638277  -3.061884
0   0.652305  -3.062040
0   0.666333  -3.062199
0   0.680361  -3.062362
0   0.694389  -3.062528
0   0.708417  -3.062697
0   0.722445  -3.062870
0   0.736473  -3.063047
0   0.750501  -3.063226
0   0.764529  -3.063410
0   0.778557  -3.063596
0   0.792585  -3.063786
0   0.806613  -3.063979
0   0.820641  -3.064176
0   0.834669  -3.064376
0   0.848697  -3.064579
0   0.862725  -3.064786
0   0.876754  -3.064996
0   0.890782  -3.065210
0   0.904810  -3.065427
0   0.918838  -3.065647
0   0.932866  -3.065871
0   0.946894  -3.066098
0   0.960922  -3.066329
0   0.974950  -3.066563
0   0.988978  -3.066800
0   1.003006  -3.067041
0   1.017034  -3.067285
0   1.031062  -3.067533
0   1.045090  -3.067784
0   1.059118  -3.068038
0   1.073146  -3.068296
0   1.087174  -3.068557
0   1.101202  -3.068821
0   1.115230  -3.069089
0   1.129259  -3.069361
0   1.143287  -3.069635
0   1.157315  -3.069913
0   1.171343  -3.070195
0   1.185371  -3.070480
0   1.199399  -3.070768
0   1.213427  -3.071060
0   1.227455  -3.071355
0   1.241483  -3.071653
0   1.255511  -3.071955
0   1.269539  -3.072260
0   1.283567  -3.072569
0   1.297595  -3.072881
0   1.311623  -3.073196
0   1.325651  -3.073515
0   1.339679  -3.073837
0   1.353707  -3.074163
0   1.367735  -3.074492
0   1.381764  -3.074824
0   1.395792  -3.075160
0   1.409820  -3.075499
0   1.423848  -3.075842
0   1.437876  -3.076187
0   1.451904  -3.076537
0   1.465932  -3.076890
0   1.479960  -3.077246
0   1.493988  -3.077605
0   1.508016  -3.077968
0   1.522044  -3.078334
0   1.536072  -3.078704
0   1.550100  -3.079077
0   1.564128  -3.079454
0   1.578156  -3.079833
0   1.592184  -3.080217
0   1.606212  -3.080603
0   1.620240  -3.080993
0   1.634269  -3.081387
0   1.648297  -3.081784
0   1.662325  -3.082184
0   1.676353  -3.082588
0   1.690381  -3.082995
0   1.704409  -3.083405
0   1.718437  -3.083819
0   1.732465  -3.084236
0   1.746493  -3.084657
0   1.760521  -3.085081
0   1.774549  -3.085508
0   1.788577  -3.085939
0   1.802605  -3.086373
0   1.816633  -3.086811
0   1.830661  -3.087252
0   1.844689  -3.087696
0   1.858717  -3.088144
0   1.872745  -3.088595
0   1.886774  -3.089050
0   1.900802  -3.089508
0   1.914830  -3.089969
0   1.928858  -3.090434
0   1.942886  -3.090902
0   1.956914  -3.091373
0   1.970942  -3.091848
