ltot		l1		l2		l3		dtof	dlambda		dtof1ord	dMterm	dSterm	dXterm	dDterm
 5375.982481    4994.906698     203.772680     177.303104   -2.062503e-002   3.096703e-003   -2.881200e-009   0.000000e+000   -1.063509e-009   -1.371746e-010   -1.680516e-009
 5381.962842    5005.554910     196.318014     180.089917   -5.247131e-003   -2.637668e-003   7.145947e-010   0.000000e+000   1.339367e-009   -1.026968e-009   4.021958e-010
 5385.228927    4999.942875     201.335363     183.950689   -2.811961e-003   -6.202096e-003   2.162532e-009   0.000000e+000   8.726880e-010   -1.847453e-010   1.474589e-009
 5385.814127    4998.576946     204.720846     182.516336   2.355483e-003   -6.492781e-003   3.287848e-009   0.000000e+000   1.623753e-009   1.274724e-009   3.893703e-010
 5378.250528    4996.275088     203.428623     178.546818   1.886236e-003   2.147304e-003   2.836817e-010   0.000000e+000   -4.629006e-010   3.982390e-010   3.483433e-010
 5378.615198    4995.072145     202.585554     180.957499   -2.121998e-002   2.902216e-005   -2.872433e-009   0.000000e+000   -1.679377e-009   -1.338412e-010   -1.059215e-009
 5375.376907    5003.072299     196.144652     176.159956   -3.522800e-004   5.284663e-003   -3.105453e-010   0.000000e+000   -3.051556e-010   3.257204e-010   -3.311101e-010
 5380.933302    4998.431056     203.052282     179.449964   3.928324e-003   -7.821769e-004   2.399237e-009   0.000000e+000   5.805629e-010   1.380695e-009   4.379788e-010
 5381.130632    4999.614259     199.608849     181.907524   1.718910e-003   -1.171009e-003   1.148143e-009   0.000000e+000   -6.224229e-010   1.548990e-009   2.215766e-010
 5382.273417    5004.317078     196.402126     181.554214   -3.333653e-003   -2.853177e-003   1.415043e-009   0.000000e+000   3.884612e-010   1.532738e-009   -5.061569e-010
 5382.360115    4995.647786     204.329497     182.382832   8.216964e-004   -2.647174e-003   2.059131e-009   0.000000e+000   -4.682065e-010   5.457654e-010   1.981572e-009
 5382.115410    4998.364459     200.640955     183.109995   4.546241e-003   -2.092784e-003   -2.250292e-010   0.000000e+000   -5.404657e-010   -4.888962e-010   8.043326e-010
 5377.280945    5002.531372     197.120552     177.629020   -5.198816e-003   2.739824e-003   -1.237646e-009   0.000000e+000   -1.129292e-010   7.415440e-010   -1.866261e-009
 5381.014617    4998.346586     203.509130     179.158902   -3.443774e-003   -1.417459e-003   3.035701e-009   0.000000e+000   9.391501e-010   9.736288e-010   1.122922e-009
 5376.495232    5001.437590     199.857789     175.199853   1.407949e-003   4.128719e-003   2.740679e-010   0.000000e+000   8.157626e-010   1.642108e-010   -7.059055e-010
 5375.949806    5001.413348     195.308846     179.227612   -7.376759e-004   4.597715e-003   -5.273446e-010   0.000000e+000   -2.037395e-009   1.186446e-009   3.236045e-010
 5375.004253    5000.664685     198.061133     176.278435   1.717668e-003   5.865479e-003   -4.016103e-010   0.000000e+000   -7.998168e-010   1.283086e-009   -8.848793e-010
 5385.214369    4999.857917     202.890964     182.465488   -8.943874e-004   -6.044554e-003   2.943476e-009   0.000000e+000   1.625247e-009   8.039556e-010   5.142737e-010
 5384.726411    5002.873881     200.046743     181.805788   3.583683e-003   -5.156560e-003   4.596041e-010   0.000000e+000   1.768857e-009   -4.047370e-010   -9.045160e-010
 5381.471263    5002.145504     200.218778     179.106982   3.955960e-003   -1.397329e-003   -5.164205e-010   0.000000e+000   1.538025e-009   -1.431243e-009   -6.232020e-010
 5374.928789    5001.234059     194.727146     178.967583   1.918156e-003   5.967012e-003   -2.664770e-009   0.000000e+000   -2.215643e-009   -8.216298e-010   3.725030e-010
 5385.472008    4998.928053     205.082088     181.461868   -4.202546e-004   -6.304834e-003   2.350817e-009   0.000000e+000   2.288963e-009   8.261374e-011   -2.076021e-011
 5376.695716    5000.747006     196.849182     179.099528   2.907478e-003   4.008655e-003   -6.548702e-010   0.000000e+000   -1.383198e-009   1.136853e-009   -4.085246e-010
 5378.869493    5002.417723     196.025650     180.426119   2.547362e-003   1.485133e-003   -1.078277e-009   0.000000e+000   -6.611029e-010   -4.024563e-010   -1.471808e-011
 5378.231531    4997.539558     204.259537     176.432436   -1.021548e-003   1.955237e-003   3.485578e-010   0.000000e+000   7.422981e-010   1.395950e-009   -1.789690e-009
 5379.153827    5001.993299     200.021648     177.138881   4.103337e-003   1.273099e-003   3.996977e-010   0.000000e+000   1.142365e-009   4.270139e-010   -1.169681e-009
 5379.945169    4997.558021     200.219565     182.167583   -1.287025e-002   -8.834567e-004   -3.005418e-009   0.000000e+000   -1.382273e-009   -6.763425e-010   -9.468021e-010
 5375.042473    4997.163446     203.537849     174.341178   5.511076e-003   6.100727e-003   -5.804065e-010   0.000000e+000   1.379196e-010   -5.169896e-010   -2.013366e-010
 5378.903376    5002.459481     197.560371     178.883524   -1.063062e-003   1.180691e-003   -2.094620e-009   0.000000e+000   1.919933e-010   -6.643141e-010   -1.622300e-009
 5379.741073    4996.117166     204.260470     179.363437   -3.597272e-003   3.266194e-005   -7.997124e-010   0.000000e+000   1.983751e-010   -1.681108e-009   6.830206e-010
 5374.876104    4997.887272     201.784304     175.204527   4.128628e-003   6.190292e-003   -1.468587e-010   0.000000e+000   -5.395400e-010   1.555427e-009   -1.162746e-009
 5382.540485    5002.086986     198.387949     182.065550   4.241010e-004   -2.883224e-003   4.739078e-011   0.000000e+000   5.375925e-010   -1.183125e-009   6.929237e-010
 5371.607872    4999.326746     197.753186     174.527940   1.022115e-003   9.722154e-003   -2.910891e-009   0.000000e+000   -1.949590e-009   -9.469630e-011   -8.666047e-010
 5384.395764    5001.121498     202.636111     180.638155   5.704571e-003   -4.621869e-003   -1.198593e-009   0.000000e+000   2.430268e-009   -2.156649e-009   -1.472212e-009
 5370.579827    4999.294817     196.069295     175.215715   2.228622e-003   1.099487e-002   -2.603434e-009   0.000000e+000   -2.758813e-009   4.092673e-010   -2.538878e-010
 5376.114247    4998.294628     202.561968     175.257652   -1.617774e-003   4.343943e-003   6.206291e-010   0.000000e+000   4.001957e-010   -5.253063e-011   2.729640e-010
 5380.162179    4996.573967     201.960823     181.627389   -1.042436e-002   -9.526339e-004   -2.148061e-009   0.000000e+000   -9.532765e-010   -8.338029e-011   -1.111404e-009
 5376.915696    4996.665194     200.470003     179.780499   -5.906799e-003   3.107365e-003   -2.376818e-009   0.000000e+000   -1.839661e-009   4.127244e-010   -9.498814e-010
 5382.152419    4994.798009     204.120873     183.233537   5.412037e-003   -2.071591e-003   -6.909214e-011   0.000000e+000   -8.623095e-010   -2.872540e-011   8.219428e-010
 5385.537097    4999.054718     201.688517     184.793862   1.705553e-003   -6.223230e-003   1.072764e-010   0.000000e+000   2.906470e-010   -7.471657e-010   5.637951e-010
 5382.097156    5002.150400     197.882760     182.063996   2.587018e-003   -2.215860e-003   -1.542484e-009   0.000000e+000   -9.468022e-011   -7.129582e-010   -7.348456e-010
 5382.639330    4996.303855     203.199852     183.135623   1.794242e-003   -2.895862e-003   4.613784e-010   0.000000e+000   -5.417875e-010   1.022829e-009   -1.966297e-011
 5380.230770    5001.942977     200.423064     177.864729   -7.993603e-003   -8.526108e-004   1.056559e-009   0.000000e+000   1.689716e-009   -6.867904e-010   5.363371e-011
 5375.889201    4998.693192     197.531955     179.664053   -4.779191e-003   4.369969e-003   -3.436805e-009   0.000000e+000   -2.166900e-009   -3.105457e-010   -9.593592e-010
 5380.428783    5000.514906     204.416110     175.497766   1.349101e-002   4.998612e-004   1.757754e-009   0.000000e+000   2.659198e-009   5.444567e-010   -1.445902e-009
 5374.339953    4999.362479     195.873167     179.104306   6.487528e-004   6.550757e-003   -2.994612e-009   0.000000e+000   -2.783095e-009   -1.352968e-009   1.141451e-009
 5382.102511    4999.868764     199.581909     182.651837   -1.722210e-003   -2.538744e-003   2.107983e-009   0.000000e+000   -5.830925e-010   1.302895e-009   1.388180e-009
 5379.539307    4997.172939     202.678913     179.687454   -7.183226e-004   4.759688e-004   -9.219238e-010   0.000000e+000   -7.467669e-011   -8.628024e-010   1.555524e-011
 5382.772259    5000.641930     200.934685     181.195643   -1.697121e-004   -3.192617e-003   3.539544e-010   0.000000e+000   9.490768e-010   -1.211246e-009   6.161239e-010
 5384.839473    5004.305266     195.505591     185.028616   6.061433e-003   -5.104068e-003   -2.218774e-010   0.000000e+000   2.201108e-010   -7.041160e-010   2.621278e-010
 5379.419336    5000.528302     202.909656     175.981378   1.107466e-002   1.480945e-003   1.859509e-009   0.000000e+000   1.692856e-009   1.958046e-009   -1.791393e-009
 5381.206436    5000.499290     197.122744     183.584402   4.351530e-003   -1.064437e-003   -1.458322e-009   0.000000e+000   -1.285219e-009   -1.564509e-009   1.391407e-009
 5381.129941    4998.496435     197.411862     185.221644   -6.459000e-003   -1.771431e-003   -3.452450e-009   0.000000e+000   -2.487425e-009   -1.058488e-009   9.346356e-011
 5378.198869    4998.130230     204.180253     175.888386   -6.339739e-004   2.021257e-003   1.651348e-009   0.000000e+000   1.335919e-009   7.149994e-010   -3.995701e-010
 5372.635427    4998.899874     197.243070     176.492482   -2.436714e-002   6.669843e-003   -5.031942e-009   0.000000e+000   -2.477090e-009   -4.445873e-010   -2.110265e-009
 5377.137947    5000.806059     195.476548     180.855340   -7.240396e-003   2.753904e-003   -3.763852e-009   0.000000e+000   -2.055207e-009   -6.327642e-010   -1.075880e-009
 5375.467364    4995.756548     201.412288     178.298528   -2.196802e-002   3.589873e-003   -4.895526e-009   0.000000e+000   -1.728457e-009   -1.550602e-009   -1.616466e-009
 5382.364307    5001.674211     201.683595     179.006500   5.279246e-003   -2.324351e-003   1.522226e-009   0.000000e+000   1.817542e-009   9.150517e-012   -3.044671e-010
 5380.136087    5004.980285     196.931026     178.224775   2.789334e-003   4.891486e-005   -1.550754e-010   0.000000e+000   1.270597e-009   2.848631e-010   -1.710536e-009
 5375.653891    4994.928403     202.237816     178.487672   1.002728e-003   5.065950e-003   -1.101989e-009   0.000000e+000   -2.075347e-009   6.479082e-010   3.254504e-010
 5381.265709    4998.921703     201.959897     180.384109   -6.616849e-003   -1.938778e-003   -1.359121e-009   0.000000e+000   5.025176e-010   -4.570186e-010   -1.404620e-009
 5381.124513    5004.562003     196.521081     180.041429   -2.069438e-002   -2.811745e-003   2.815274e-009   0.000000e+000   8.744771e-010   5.301331e-010   1.410663e-009
 5383.437847    5000.601823     200.278719     182.557306   -6.759232e-004   -3.992843e-003   2.246444e-009   0.000000e+000   2.194941e-010   2.014592e-009   1.235725e-011
 5380.343672    4997.301333     204.753005     178.289334   1.107469e-003   -3.129857e-004   1.170452e-009   0.000000e+000   9.741889e-010   -2.320606e-010   4.283236e-010
 5382.849198    5001.442976     201.647207     179.759014   -4.555583e-004   -3.301836e-003   4.120537e-010   0.000000e+000   2.077287e-009   -3.868270e-010   -1.278407e-009
 5385.756741    5002.287530     200.808461     182.660749   -1.785556e-003   -6.731231e-003   1.204515e-009   0.000000e+000   1.994936e-009   -1.410900e-009   6.204785e-010
 5379.362655    5001.414647     200.439975     177.508034   2.435705e-004   7.494935e-004   1.497730e-009   0.000000e+000   1.189201e-009   9.008014e-010   -5.922719e-010
 5382.355785    5001.291435     200.129348     180.935002   2.027617e-003   -2.553573e-003   -1.541026e-009   0.000000e+000   1.037711e-009   -1.309319e-009   -1.269418e-009
 5376.027999    5003.033829     196.670414     176.323757   7.243673e-003   5.095158e-003   -1.696931e-009   0.000000e+000   -2.168215e-010   -6.395801e-010   -8.405298e-010
 5382.151552    5001.820575     202.539198     177.791779   1.687560e-004   -2.455992e-003   3.561452e-009   0.000000e+000   2.553693e-009   1.465844e-009   -4.580853e-010
 5379.708639    4997.121443     200.719665     181.867531   2.258342e-003   5.004893e-004   -2.558600e-010   0.000000e+000   -1.431755e-009   4.200168e-011   1.133893e-009
 5383.323615    5001.586883     200.697150     181.039582   -6.276379e-003   -4.273462e-003   3.122632e-009   0.000000e+000   1.327609e-009   9.258819e-010   8.691413e-010
 5377.155813    5001.688313     200.125235     175.342264   6.220178e-003   3.723689e-003   5.214191e-010   0.000000e+000   9.827348e-010   3.442643e-010   -8.055799e-010
 5383.480575    5001.879417     195.969082     185.632077   1.285486e-002   -3.047515e-003   -2.680823e-009   0.000000e+000   -9.804239e-010   -1.702730e-009   2.330816e-012
 5384.641220    4998.756916     203.187409     182.696894   -2.107445e-003   -5.477070e-003   2.186534e-009   0.000000e+000   9.225006e-010   1.454517e-012   1.262579e-009
 5383.435182    5001.333460     200.115005     181.986717   1.606953e-003   -3.822031e-003   -9.185399e-011   0.000000e+000   1.074613e-009   -4.331357e-010   -7.333318e-010
 5379.252154    4993.912906     203.385940     181.953307   -7.476915e-003   3.085678e-004   -2.186768e-009   0.000000e+000   -1.977082e-009   -5.784077e-010   3.687220e-010
 5382.720052    5003.365920     197.603277     181.750855   -9.857113e-003   -3.844735e-003   2.270041e-009   0.000000e+000   8.070427e-010   2.988204e-010   1.164178e-009
 5376.478653    4996.857363     203.003850     176.617440   5.562548e-003   4.453469e-003   7.113669e-010   0.000000e+000   -4.399598e-010   8.010601e-010   3.502666e-010
 5380.047009    4998.326962     200.429315     181.290732   2.457719e-003   1.267673e-004   -1.683128e-009   0.000000e+000   -6.376063e-010   -1.968189e-009   9.226678e-010
 5377.283507    4995.051093     203.916117     178.316297   -1.784085e-002   1.806813e-003   -2.445954e-009   0.000000e+000   -8.743103e-010   -9.675817e-011   -1.474886e-009
 5379.777978    4997.763110     201.210071     180.804797   4.444030e-004   2.875098e-004   -1.656345e-009   0.000000e+000   -5.685068e-010   -1.096034e-009   8.195952e-012
 5378.284087    5004.723923     198.482756     175.077409   -1.323978e-002   9.961580e-004   3.229773e-009   0.000000e+000   2.153455e-009   1.209505e-009   -1.331862e-010
 5379.645713    5002.515737     200.312662     176.817314   4.934627e-003   7.695280e-004   3.139638e-009   0.000000e+000   1.521675e-009   2.025019e-009   -4.070556e-010
 5378.118154    4996.367406     203.147350     178.603398   -1.990892e-003   2.014146e-003   -9.198284e-010   0.000000e+000   -5.975719e-010   9.103275e-011   -4.132892e-010
 5380.831259    4997.458117     203.499358     179.873784   -4.824468e-003   -1.308606e-003   3.710318e-010   0.000000e+000   4.516237e-010   -1.385293e-009   1.304701e-009
 5377.432582    4996.950540     200.089039     180.393003   -1.386875e-002   1.927802e-003   -2.390351e-009   0.000000e+000   -1.995995e-009   3.987813e-010   -7.931374e-010
 5383.274023    5005.557885     196.250347     181.465790   2.283343e-005   -3.753705e-003   6.616461e-010   0.000000e+000   1.546581e-009   -8.569021e-010   -2.803248e-011
 5381.391289    5002.197401     201.548471     177.645416   -4.133041e-003   -1.900233e-003   3.142920e-009   0.000000e+000   2.202039e-009   8.744539e-010   6.642630e-011
 5377.810567    5004.428223     198.831586     174.550757   -3.789641e-003   2.235110e-003   2.882065e-009   0.000000e+000   1.861016e-009   9.797788e-010   4.126957e-011
 5376.151233    5001.451451     200.208460     174.491322   9.035105e-003   5.085325e-003   8.409245e-010   0.000000e+000   8.206722e-010   1.043448e-009   -1.023196e-009
 5378.006546    5002.913145     197.064565     178.028836   4.012535e-003   2.583939e-003   -1.991552e-009   0.000000e+000   2.574045e-010   -1.539466e-009   -7.094911e-010
 5380.132436    5002.324388     197.327832     180.480217   -1.753524e-003   -2.809337e-004   8.007286e-010   0.000000e+000   -9.875942e-011   4.696046e-010   4.298835e-010
 5384.607336    4999.158008     201.353477     184.095850   4.609625e-004   -5.249550e-003   3.160979e-011   0.000000e+000   2.688526e-010   -3.773571e-010   1.401143e-010
 5382.105767    4999.957444     203.455136     178.693186   9.347013e-004   -2.347185e-003   2.222184e-009   0.000000e+000   1.969215e-009   8.185132e-010   -5.655440e-010
 5377.443950    5001.262301     199.767548     176.414101   5.333727e-003   3.327417e-003   -5.138945e-010   0.000000e+000   5.211170e-010   -6.918569e-010   -3.431546e-010
 5378.747106    4998.611765     198.782273     181.353068   -5.270010e-003   1.050703e-003   -1.190067e-009   0.000000e+000   -1.687107e-009   1.045874e-009   -5.488349e-010
 5376.597186    4995.312942     202.433466     178.850778   7.453162e-004   3.962796e-003   -4.596901e-010   0.000000e+000   -1.874784e-009   1.369622e-009   4.547211e-011
 5374.955648    5000.828003     197.179974     176.947671   3.477310e-003   6.050882e-003   -1.938387e-009   0.000000e+000   -1.311989e-009   -6.111007e-010   -1.529694e-011
 5375.993222    5000.488927     195.322903     180.181391   1.741897e-003   4.730276e-003   -8.596167e-010   0.000000e+000   -2.451377e-009   3.724699e-010   1.219290e-009
 5380.595607    5001.318133     197.591318     181.686156   9.453609e-004   -6.140087e-004   -8.771984e-010   0.000000e+000   -6.310761e-010   -6.419980e-010   3.958757e-010
 5378.468430    5003.016404     197.516595     177.935431   -3.868426e-003   1.473782e-003   2.960423e-009   0.000000e+000   1.937000e-010   1.983661e-009   7.830617e-010
 5375.212676    4998.292463     198.353577     178.566636   2.411355e-003   5.676882e-003   -3.386427e-010   0.000000e+000   -2.312588e-009   1.066402e-009   9.075432e-010
 5375.939413    5001.380771     197.555609     177.003033   3.781463e-003   4.942215e-003   -2.580736e-009   0.000000e+000   -6.976973e-010   -8.810737e-010   -1.001965e-009
 5373.849504    4999.738814     197.874314     176.236376   8.127040e-003   7.665422e-003   9.387802e-010   0.000000e+000   -1.734097e-009   2.110981e-009   5.618961e-010
 5376.558138    5001.720680     200.554567     174.282892   2.933874e-003   4.168702e-003   2.281172e-009   0.000000e+000   1.256462e-009   1.277027e-009   -2.523182e-010
 5373.504253    5000.655756     195.024168     177.824329   1.163304e-003   7.549968e-003   -3.230200e-009   0.000000e+000   -2.420521e-009   -1.060963e-009   2.512843e-010
 5375.023804    5003.269378     197.092431     174.661995   9.067269e-004   5.783313e-003   1.582497e-009   0.000000e+000   1.786399e-010   1.428825e-009   -2.496703e-011
 5385.628132    4996.360369     205.225072     184.042691   -1.729701e-004   -6.465486e-003   2.438055e-009   0.000000e+000   3.607308e-010   2.059154e-009   1.817038e-011
 5388.133456    5001.298634     202.344133     184.490689   7.700161e-004   -9.264320e-003   1.722134e-009   0.000000e+000   2.132859e-009   -1.219686e-009   8.089614e-010
 5379.054353    4998.606457     199.590227     180.857669   2.421450e-003   1.263617e-003   9.846903e-010   0.000000e+000   -1.468407e-009   1.826144e-009   6.269533e-010
 5371.719899    5000.512205     194.609117     176.598577   -3.440016e-003   9.264561e-003   -2.349549e-009   0.000000e+000   -3.009455e-009   1.311585e-009   -6.516785e-010
 5379.102289    5000.821697     196.910824     181.369769   -4.182330e-003   7.229067e-004   1.538685e-010   0.000000e+000   -1.554817e-009   1.967677e-009   -2.589917e-010
 5386.433987    4999.024758     202.174736     185.234493   6.245903e-004   -7.329736e-003   -4.059099e-011   0.000000e+000   5.954370e-010   -6.573340e-010   2.130608e-011
 5384.239475    4998.091103     202.976345     183.172026   -3.004642e-003   -5.082672e-003   1.950512e-009   0.000000e+000   5.643436e-010   -1.765488e-010   1.562717e-009
 5384.552625    4997.737343     203.859318     182.955964   2.994528e-004   -5.198730e-003   1.316338e-009   0.000000e+000   7.091985e-010   -4.163781e-010   1.023517e-009
 5376.334750    5001.293666     198.632372     176.408712   1.397623e-003   4.312396e-003   -6.820489e-010   0.000000e+000   -1.118390e-010   6.385839e-010   -1.208794e-009
 5373.239644    4994.592289     203.455389     175.191966   -2.893262e-003   7.555756e-003   -2.440805e-009   0.000000e+000   -1.634376e-009   -7.539181e-011   -7.310365e-010
 5385.284177    4998.736507     201.555335     184.992334   3.597495e-003   -5.794543e-003   5.701782e-011   0.000000e+000   2.736129e-010   -1.789148e-009   1.572553e-009
 5375.890492    5003.381154     197.213250     175.296088   -4.181052e-003   4.412501e-003   6.427334e-010   0.000000e+000   5.267548e-010   2.317880e-010   -1.158093e-010
 5376.450515    5001.135614     200.354160     174.960741   -4.252595e-003   3.763602e-003   1.692908e-010   0.000000e+000   9.595960e-010   -7.890409e-010   -1.264211e-012
 5385.962672    5001.741934     201.937180     182.283558   2.834591e-003   -6.627710e-003   4.943700e-010   0.000000e+000   2.351208e-009   -8.568712e-010   -9.999663e-010
 5381.310967    5003.676902     196.752767     180.881298   3.501118e-003   -1.246876e-003   -7.498821e-010   0.000000e+000   4.544116e-010   -1.031136e-009   -1.731572e-010
 5376.203152    4998.562739     199.896728     177.743685   3.217944e-003   4.597594e-003   1.023213e-010   0.000000e+000   -1.184082e-009   9.947893e-010   2.916139e-010
 5374.093618    4998.708111     197.460060     177.925447   -4.211493e-004   6.755333e-003   -2.880717e-009   0.000000e+000   -2.313835e-009   -1.083237e-009   5.163553e-010
 5374.706468    4994.832717     202.313222     177.560529   -8.672530e-003   5.443149e-003   -2.526159e-009   0.000000e+000   -1.985245e-009   3.841933e-010   -9.251076e-010
 5377.479190    5000.346072     198.896521     178.236597   -3.337085e-004   2.869996e-003   -1.208169e-009   0.000000e+000   -3.226982e-010   -2.495602e-010   -6.359110e-010
 5380.758444    4998.704098     202.391078     179.663267   -1.873962e-003   -1.008137e-003   1.948354e-010   0.000000e+000   6.088706e-010   4.777374e-010   -8.917726e-010
 5384.159904    5002.764517     199.803632     181.591755   4.966790e-004   -4.734231e-003   6.680049e-010   0.000000e+000   1.768931e-009   -1.118883e-009   1.795724e-011
 5373.899553    4999.516396     199.634834     174.748323   6.396055e-003   7.480416e-003   -9.886283e-010   0.000000e+000   -7.319859e-010   -1.005251e-010   -1.561173e-010
 5381.129572    5001.534569     202.694040     176.900962   -4.081800e-004   -1.326170e-003   1.190305e-009   0.000000e+000   2.567997e-009   -7.845385e-010   -5.931537e-010
 5379.844400    4997.304070     200.194892     182.345439   4.213058e-004   2.095707e-004   -9.924619e-010   0.000000e+000   -1.651521e-009   9.164985e-010   -2.574395e-010
 5382.258919    5005.214406     197.177221     179.867292   -1.561078e-002   -3.738936e-003   3.153979e-009   0.000000e+000   1.748390e-009   7.547327e-010   6.508562e-010
 5378.633006    5002.111583     196.739974     179.781449   -3.812543e-003   1.288912e-003   8.282298e-010   0.000000e+000   -6.316119e-010   5.566347e-010   9.032070e-010
 5382.625390    5005.547633     196.848131     180.229626   -2.393784e-002   -4.771092e-003   3.412776e-009   0.000000e+000   1.442611e-009   5.344615e-010   1.435704e-009
 5380.529403    5000.984119     202.397569     177.147715   1.283895e-003   -5.131494e-004   9.093707e-010   0.000000e+000   1.985426e-009   7.039645e-010   -1.780020e-009
 5380.399155    4999.731581     200.336145     180.331429   3.934800e-003   -1.687721e-004   -1.003565e-009   0.000000e+000   -2.240172e-010   -5.912084e-010   -1.883391e-010
 5386.588376    5002.745198     200.291503     183.551675   -1.720494e-002   -8.815947e-003   3.946553e-009   0.000000e+000   2.121159e-009   1.560848e-010   1.669309e-009
 5381.110320    4996.661650     201.724236     182.724433   1.885882e-003   -1.135431e-003   -1.048845e-009   0.000000e+000   -1.026840e-009   -1.350829e-009   1.328824e-009
 5377.388830    4998.861159     202.136381     176.391290   -2.675888e-003   2.801493e-003   -1.306494e-009   0.000000e+000   6.904590e-010   -1.192215e-009   -8.047380e-010
 5383.346265    5002.712312     200.767646     179.866306   -1.560060e-002   -4.984628e-003   2.205172e-009   0.000000e+000   2.382882e-009   -8.787472e-010   7.010379e-010
 5375.839583    4997.495380     201.270538     177.073666   6.108884e-003   5.228245e-003   1.161176e-009   0.000000e+000   -1.077703e-009   1.389824e-009   8.490550e-010
 5375.240527    5002.500196     195.203876     177.536455   2.482516e-003   5.650096e-003   7.841836e-011   0.000000e+000   -1.130706e-009   7.686425e-010   4.404821e-010
 5378.883783    5002.637893     201.650339     174.595552   4.034087e-003   1.578069e-003   2.086818e-009   0.000000e+000   2.454778e-009   1.792869e-010   -5.472467e-010
 5382.711938    5000.282292     201.684664     180.744982   -5.053032e-003   -3.482356e-003   3.760699e-009   0.000000e+000   1.009232e-009   1.481001e-009   1.270466e-009
 5378.498865    5000.634279     198.791273     179.073312   -5.774711e-003   1.298621e-003   -2.756393e-011   0.000000e+000   -5.694118e-010   1.875178e-009   -1.333330e-009
 5378.912501    5002.468454     196.833192     179.610855   1.563101e-003   1.363361e-003   -1.441073e-010   0.000000e+000   -2.059661e-010   8.004907e-010   -7.386320e-010
 5385.771687    5005.725414     196.972362     183.073910   -3.687087e-003   -6.888023e-003   1.651924e-009   0.000000e+000   1.880417e-009   -5.480068e-010   3.195142e-010
 5380.712880    5003.414001     198.964192     178.334687   3.913017e-003   -5.303844e-004   1.985768e-009   0.000000e+000   1.269642e-009   1.709660e-009   -9.935339e-010
 5384.438633    5003.952233     199.209512     181.276889   5.150108e-003   -4.711731e-003   9.721949e-011   0.000000e+000   2.170799e-009   -1.323797e-009   -7.497826e-010
 5382.459760    4998.001696     202.281268     182.176796   9.246950e-004   -2.753866e-003   -4.730740e-010   0.000000e+000   -5.460590e-011   -6.778624e-010   2.593943e-010
 5390.490061    4999.786618     203.844961     186.858481   5.551193e-003   -1.160885e-002   1.394592e-009   0.000000e+000   2.283980e-009   -8.583579e-010   -3.103078e-011
 5378.402649    4998.058704     198.406746     181.937198   -1.838502e-002   4.815667e-004   -2.644243e-009   0.000000e+000   -2.286057e-009   5.310869e-010   -8.892736e-010
 5381.374108    5005.117818     197.087440     179.168850   -1.153093e-002   -2.424370e-003   2.423463e-009   0.000000e+000   1.294299e-009   3.384060e-010   7.907579e-010
 5382.999419    5003.124273     199.460469     180.414677   4.061799e-003   -3.142074e-003   -9.199827e-010   0.000000e+000   1.800592e-009   -1.133089e-009   -1.587486e-009
 5377.705876    4997.983108     201.673144     178.049624   -1.402084e-002   1.602716e-003   -1.716821e-009   0.000000e+000   -2.811621e-010   5.273272e-010   -1.962987e-009
 5381.073275    5001.557271     199.332916     180.183088   6.062349e-004   -1.187007e-003   1.722219e-009   0.000000e+000   4.461549e-010   1.494701e-009   -2.186371e-010
 5378.103968    5000.026323     197.453197     180.624449   2.736012e-003   2.378141e-003   -1.670225e-009   0.000000e+000   -1.364465e-009   -1.691327e-010   -1.366275e-010
 5386.193225    5000.928342     201.764295     183.500588   6.564423e-003   -6.617786e-003   -3.823443e-010   0.000000e+000   1.592028e-009   -1.442163e-009   -5.322095e-010
 5374.404827    5002.330092     195.516783     176.557952   2.778301e-003   6.632896e-003   7.220081e-010   0.000000e+000   -1.326306e-009   1.815548e-009   2.327656e-010
 5378.453006    5002.128319     195.509877     180.814810   -1.347682e-003   1.676904e-003   -1.997221e-009   0.000000e+000   -1.242944e-009   -1.857978e-010   -5.684787e-010
 5373.315614    4996.222055     200.903092     176.190466   -5.058313e-003   7.308949e-003   -3.182714e-009   0.000000e+000   -1.851511e-009   -9.829213e-010   -3.482819e-010
 5375.798450    4994.933246     202.214791     178.650413   -1.145877e-003   4.741656e-003   -1.873973e-009   0.000000e+000   -1.996967e-009   6.126606e-010   -4.896665e-010
 5380.369587    5000.490797     197.830143     182.048647   3.048009e-003   -2.000425e-004   -5.727999e-010   0.000000e+000   -8.997329e-010   6.529231e-010   -3.259901e-010
 5380.893241    4997.847778     200.421713     182.623750   2.936500e-003   -8.091302e-004   1.742890e-010   0.000000e+000   -1.010562e-009   -5.337155e-010   1.718566e-009
 5376.886007    4997.781497     202.710752     176.393758   -9.475042e-004   3.506356e-003   -1.949892e-009   0.000000e+000   2.392299e-010   -1.502832e-009   -6.862896e-010
 5384.610561    4999.000829     204.542871     181.066861   -9.051660e-003   -5.952131e-003   4.823050e-009   0.000000e+000   1.737120e-009   1.227793e-009   1.858137e-009
 5380.635063    4997.025155     200.237481     183.372427   -6.712497e-003   -1.222317e-003   -2.194178e-009   0.000000e+000   -1.905078e-009   -5.603933e-010   2.712931e-010
 5373.814295    4999.362371     198.578395     175.873529   5.746805e-004   7.149949e-003   -1.698506e-009   0.000000e+000   -1.321563e-009   4.310678e-011   -4.200494e-010
 5374.844217    4999.808712     200.070235     174.965270   5.741404e-003   6.345665e-003   2.365598e-010   0.000000e+000   -2.674821e-010   7.802680e-010   -2.762260e-010
