 3.8840000E-001	 0.0000000E+000 	 0.0000000E+000 
 4.0520000E-001	 0.0000000E+000 	 0.0000000E+000 
 4.2200000E-001	 0.0000000E+000 	 0.0000000E+000 
 4.3880000E-001	 0.0000000E+000 	 0.0000000E+000 
 4.5560000E-001	 0.0000000E+000 	 0.0000000E+000 
 4.7240000E-001	 0.0000000E+000 	 0.0000000E+000 
 4.8920000E-001	 0.0000000E+000 	 0.0000000E+000 
 5.0600000E-001	 0.0000000E+000 	 0.0000000E+000 
 5.2280000E-001	 0.0000000E+000 	 0.0000000E+000 
 5.3960000E-001	 0.0000000E+000 	 0.0000000E+000 
 5.5640000E-001	 0.0000000E+000 	 0.0000000E+000 
 5.7320000E-001	 0.0000000E+000 	 0.0000000E+000 
 5.9000000E-001	 0.0000000E+000 	 0.0000000E+000 
 6.0680000E-001	 0.0000000E+000 	 0.0000000E+000 
 6.2360000E-001	 0.0000000E+000 	 0.0000000E+000 
 6.4040000E-001	 5.4416372E-001 	 2.5073740E-002 
 6.5720000E-001	 8.7252256E+000 	 6.0498555E-001 
 6.7400000E-001	 0.0000000E+000 	 0.0000000E+000 
 6.9080000E-001	 0.0000000E+000 	 0.0000000E+000 
 7.0760000E-001	 0.0000000E+000 	 0.0000000E+000 
 7.2440000E-001	 0.0000000E+000 	 0.0000000E+000 
 7.4120000E-001	 0.0000000E+000 	 0.0000000E+000 
 7.5800000E-001	 0.0000000E+000 	 0.0000000E+000 
 7.7480000E-001	 0.0000000E+000 	 0.0000000E+000 
 7.9160000E-001	 0.0000000E+000 	 0.0000000E+000 
