62.030000   0.000000e+00   0.000000e+00           1
62.110000   0.000000e+00   0.000000e+00           1
62.190000   0.000000e+00   0.000000e+00           1
62.270000   0.000000e+00   0.000000e+00           1
62.350000   0.000000e+00   0.000000e+00           1
62.430000   0.000000e+00   0.000000e+00           1
62.510000   0.000000e+00   0.000000e+00           1
62.590000   0.000000e+00   0.000000e+00           1
62.670000   0.000000e+00   0.000000e+00           1
62.750000   0.000000e+00   0.000000e+00           1
62.830000   0.000000e+00   0.000000e+00           1
62.910000   0.000000e+00   0.000000e+00           1
62.990000   0.000000e+00   0.000000e+00           1
63.070000   0.000000e+00   0.000000e+00           1
63.150000   0.000000e+00   0.000000e+00           1
63.230000   1.042002e-03   1.042002e-03           1
63.310000   9.884502e-05   9.884502e-05           1
63.390000   2.541138e-03   1.467127e-03           3
63.470000   7.078957e-04   5.005579e-04           2
63.550000   6.686032e-03   2.527083e-03           7
63.630000   8.044246e-03   3.284049e-03           6
63.710000   1.752785e-02   4.021165e-03          19
63.790000   2.427680e-02   6.069199e-03          16
63.870000   4.577577e-03   1.868788e-03           6
63.950000   2.648770e-03   1.872963e-03           2
64.030000   3.857786e-03   1.928893e-03           4
64.110000   2.522472e-04   2.522472e-04           1
64.190000   2.223492e-05   2.223492e-05           1
64.270000   0.000000e+00   0.000000e+00           1
64.350000   2.436106e-04   2.436106e-04           1
64.430000   0.000000e+00   0.000000e+00           1
64.510000   0.000000e+00   0.000000e+00           1
64.590000   0.000000e+00   0.000000e+00           1
64.670000   0.000000e+00   0.000000e+00           1
64.750000   0.000000e+00   0.000000e+00           1
64.830000   0.000000e+00   0.000000e+00           1
64.910000   0.000000e+00   0.000000e+00           1
64.990000   0.000000e+00   0.000000e+00           1
65.070000   0.000000e+00   0.000000e+00           1
65.150000   0.000000e+00   0.000000e+00           1
65.230000   0.000000e+00   0.000000e+00           1
65.310000   0.000000e+00   0.000000e+00           1
65.390000   0.000000e+00   0.000000e+00           1
65.470000   0.000000e+00   0.000000e+00           1
65.550000   0.000000e+00   0.000000e+00           1
65.630000   0.000000e+00   0.000000e+00           1
65.710000   0.000000e+00   0.000000e+00           1
65.790000   0.000000e+00   0.000000e+00           1
65.870000   0.000000e+00   0.000000e+00           1
65.950000   0.000000e+00   0.000000e+00           1
