# x[m] 	 width[m] 	 height[m] 
 0.000000 	 0.063953 	 0.127978 
 0.500000 	 0.066122 	 0.132289 
 1.000000 	 0.068143 	 0.136308 
 1.500000 	 0.070030 	 0.140060 
 1.764500 	 0.070977 	 0.141945 
