#  temp   height  |   I_SD    alpha_SD  lambda_SD   alpha_l   lambda_l     I1       alpha_1      I2        alpha_2
#  [K]     [cm]   |   [FU]     [1/Ang]    [Ang]     [1/Ang]    [Ang]      [FU]      [1/Ang]     [FU]       [1/Ang]
#------------------------------------------------------------------------------------------------------------------
   50.0    12.0     7.2236e+13   0.9      2.444     -6.714     2.421    1.2634e+15   0.6175   2.0188e+13   0.2237
  325.0    12.0     7.4802e+13   2.5      0.880      0.000     0.000    4.3592e+14   0.0000   0.0000e+00   0.0000
