 3.5250000E+000	 0.0000000E+000 	 0.0000000E+000 
 3.5750000E+000	 0.0000000E+000 	 0.0000000E+000 
 3.6250000E+000	 0.0000000E+000 	 0.0000000E+000 
 3.6750000E+000	 0.0000000E+000 	 0.0000000E+000 
 3.7250000E+000	 0.0000000E+000 	 0.0000000E+000 
 3.7750000E+000	 0.0000000E+000 	 0.0000000E+000 
 3.8250000E+000	 0.0000000E+000 	 0.0000000E+000 
 3.8750000E+000	 0.0000000E+000 	 0.0000000E+000 
 3.9250000E+000	 0.0000000E+000 	 0.0000000E+000 
 3.9750000E+000	 0.0000000E+000 	 0.0000000E+000 
 4.0250000E+000	 0.0000000E+000 	 0.0000000E+000 
 4.0750000E+000	 0.0000000E+000 	 0.0000000E+000 
 4.1250000E+000	 0.0000000E+000 	 0.0000000E+000 
 4.1750000E+000	 0.0000000E+000 	 0.0000000E+000 
 4.2250000E+000	 0.0000000E+000 	 0.0000000E+000 
 4.2750000E+000	 0.0000000E+000 	 0.0000000E+000 
 4.3250000E+000	 0.0000000E+000 	 0.0000000E+000 
 4.3750000E+000	 0.0000000E+000 	 0.0000000E+000 
 4.4250000E+000	 4.7466852E+002 	 2.7405000E+002 
 4.4750000E+000	 4.1028174E+004 	 2.5108835E+003 
 4.5250000E+000	 3.7648442E+005 	 7.4967748E+003 
 4.5750000E+000	 1.2204476E+006 	 1.3290884E+004 
 4.6250000E+000	 2.4589180E+006 	 1.8566466E+004 
 4.6750000E+000	 3.9625382E+006 	 2.3194562E+004 
 4.7250000E+000	 5.4004545E+006 	 2.6640098E+004 
 4.7750000E+000	 6.7675545E+006 	 2.9337761E+004 
 4.8250000E+000	 8.0148088E+006 	 3.1405036E+004 
 4.8750000E+000	 9.1250958E+006 	 3.2962782E+004 
 4.9250000E+000	 1.0231693E+007 	 3.4331642E+004 
 4.9750000E+000	 1.1239123E+007 	 3.5392362E+004 
 5.0250000E+000	 1.1630626E+007 	 3.5416292E+004 
 5.0750000E+000	 1.1328894E+007 	 3.4383382E+004 
 5.1250000E+000	 1.0358519E+007 	 3.2340381E+004 
 5.1750000E+000	 8.9874876E+006 	 2.9631352E+004 
 5.2250000E+000	 7.4764200E+006 	 2.6582585E+004 
 5.2750000E+000	 6.2070767E+006 	 2.3826013E+004 
 5.3250000E+000	 4.9010940E+006 	 2.0825949E+004 
 5.3750000E+000	 3.7342744E+006 	 1.7883316E+004 
 5.4250000E+000	 2.5908618E+006 	 1.4654487E+004 
 5.4750000E+000	 1.5818040E+006 	 1.1267028E+004 
 5.5250000E+000	 7.7256307E+005 	 7.7489124E+003 
 5.5750000E+000	 2.5122051E+005 	 4.3501795E+003 
 5.6250000E+000	 3.8106764E+004 	 1.6694876E+003 
 5.6750000E+000	 8.5331091E+002 	 2.4632964E+002 
 5.7250000E+000	 0.0000000E+000 	 0.0000000E+000 
 5.7750000E+000	 0.0000000E+000 	 0.0000000E+000 
 5.8250000E+000	 0.0000000E+000 	 0.0000000E+000 
 5.8750000E+000	 0.0000000E+000 	 0.0000000E+000 
 5.9250000E+000	 0.0000000E+000 	 0.0000000E+000 
 5.9750000E+000	 0.0000000E+000 	 0.0000000E+000 
 6.0250000E+000	 0.0000000E+000 	 0.0000000E+000 
 6.0750000E+000	 0.0000000E+000 	 0.0000000E+000 
 6.1250000E+000	 0.0000000E+000 	 0.0000000E+000 
 6.1750000E+000	 0.0000000E+000 	 0.0000000E+000 
 6.2250000E+000	 0.0000000E+000 	 0.0000000E+000 
 6.2750000E+000	 0.0000000E+000 	 0.0000000E+000 
 6.3250000E+000	 0.0000000E+000 	 0.0000000E+000 
 6.3750000E+000	 0.0000000E+000 	 0.0000000E+000 
 6.4250000E+000	 0.0000000E+000 	 0.0000000E+000 
 6.4750000E+000	 0.0000000E+000 	 0.0000000E+000 
