## Wavelength Along Top (Angstroms) v Time 
                0.0904362     0.101471     0.113852     0.127745     0.143332     0.160821     0.180444     0.202461     0.227166     0.254883     0.285984      0.32088     0.360033     0.403964     0.453255      0.50856     0.570613     0.640239     0.718361     0.806012     0.904362      1.01471      1.13852      1.27745      1.43332      1.60821      1.80444      2.02461      2.27166      2.54883      2.85984       3.2088      3.60033      4.03964      4.53255       5.0856      5.70613      6.40239      7.18361      8.06012      9.04362      10.1471      11.3852      12.7745      14.3332 
  0.00000000            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0001122            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00012589            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00014125            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00015849            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00017783            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00019953            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00022387            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00025119            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00028184            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00031623      17.3408            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00035481      78.8986      39.6012            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00039811      208.844      63.3167      13.2388            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00044668      337.198      115.795      34.7885            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00050119      491.593      285.754      153.031      16.8216            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00056234      565.742      458.779      220.269      82.5059      29.6885      4.94949            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00063096       747.27      551.041      346.202       178.18      103.466      40.0358      20.8454            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00070795      997.465      698.581      461.201      315.964      221.115      84.3629      47.6212      15.5415      8.06693      3.90925            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00079433      1103.31      850.197      699.537      385.571      309.051      146.159      70.8907      34.0289      7.17217            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
  0.00089125      1193.01       1053.6       752.14      540.828       400.42      260.629      152.857      71.1489      33.5601      15.5514      6.31623            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
       0.001      1123.78       915.13      785.229       693.95      511.927       344.86      201.562        121.2      52.7555      33.2508      7.92623            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
    0.001122      903.007      934.404      891.033      788.207      668.709      481.718      340.925      209.771      100.713      48.6435      21.0372      7.64528      3.70084            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0012589      748.191      770.662      867.202      784.627      751.605      507.833      407.724       294.45      199.694       83.942        52.54      37.1424      15.2747            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0014125      529.515      667.195       636.22      664.388      783.343      586.961      444.918      284.637      244.176       176.68      71.6397      57.3249      21.0513      11.6667      5.98479            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0015849      361.844      456.326      521.063      609.737      709.061      567.308      452.799      433.367      313.092      217.707      148.701       75.282      34.6962       22.106       5.1916      1.76804            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0017783      299.498      348.632      408.971      496.887      509.197      539.574       502.97      471.047      359.324        280.5       185.41      135.524      82.8594      33.3036      21.7562            0      1.53283            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0019953      204.303      235.936      308.534      369.138      444.394      418.053      503.936       479.22      458.052      344.665       249.78      159.947      113.178      68.6925      33.2142      9.70767      5.56181      1.41054            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0022387      177.279      191.969      204.493      271.501      336.469      353.206      441.614      473.072      440.705       384.08      293.032      225.314      164.561      114.066      56.9029      28.1022      14.0532      2.42343      1.09832            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0025119      115.202      141.589      164.813      209.224      247.322      234.762      307.247      384.014      376.906      381.103      317.336       277.14      207.417      148.402      96.2728      53.8444      29.3726      11.3862      5.36359      1.13491            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0028184      95.1872      102.608      111.403      141.132      165.813      166.942      245.319      285.506      352.174      338.086      315.264      287.727      253.394      166.516      120.293      72.7488      46.0293      21.4879      7.40179       2.9545            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0031623      72.7887      95.2013      82.4785      125.767      129.003      120.646      166.928      200.454      239.285      277.971      279.859      295.065      240.944      201.903      154.863      114.427       80.336      45.8068      24.8643      8.46483      1.68854     0.323617            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0035481       65.118      75.2852      66.4696      99.9248      79.4032      82.9494      121.115      147.469      190.766      208.328      245.127      261.581      250.415      195.854      172.466      120.344       95.236      60.3902      18.6119      19.8727      11.2512       4.7319            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0039811      56.9515      58.1689      66.5874      67.3411      78.7124      78.7945      81.7476       102.41      152.913      164.433      210.193      223.145      224.889      221.675      179.956      147.817       118.38      75.1306      45.9811      30.6393      13.0361      3.83218       2.5189     0.381457            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0044668      46.7776      52.8781      40.9979      45.2842       56.742      61.2494       67.268      72.2185      86.8212      100.001      147.412      169.305      180.323      193.258      168.038      152.378      118.405      85.0871      68.2008      43.8587      34.1882      14.4426      4.30193      2.98946     0.641348            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0050119      36.5929      35.2354      48.0788       51.126      52.4421      54.2385      47.5384      58.1233      78.2877      89.0021      93.3423      131.962      149.112      147.735      140.497      126.346      121.831      109.919      89.1378      50.0526      40.7971      18.6717      10.8885      6.74619      1.30331            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0056234      32.4945      29.6297      35.8823       30.691      35.6806      34.6897       46.595      42.8856      57.2203      58.3114      72.1471      96.0953      120.723      116.877      102.745      104.339       106.64       104.66      89.5992      70.3089      47.9863       34.539       17.208      8.09116      2.88424      1.45619            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0063096      18.2983      27.1647      30.4496      33.5639      30.0412      33.5552      32.6995      40.3309      47.5517      46.1617      56.1551      71.1338       82.399      94.6114      83.6421      74.0314       81.118      80.2281      91.2439      69.6243      52.4588      39.0627      25.0748      18.3661      5.33478     0.771736      1.85646            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0070795       13.844      17.3148       22.653      27.3009      33.7593      30.2914      30.0897      28.3325      31.8552      35.0602      35.7583      44.5375      58.6552      62.7733      65.2669      60.7939      60.5696      62.4446      67.1671      70.2111      54.4369      50.9768      36.3307      19.7426       13.118      7.03655      2.04307     0.784454            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
   0.0079433      8.14962      12.5757      16.1152      15.6665      23.5575      21.3434      22.4732      25.6092      23.7623      31.7541      27.8032      34.6641      40.7244      42.5169      52.2813       44.552      47.4977      56.4578       55.003      59.9729      51.2635      44.0662      34.6599      26.3246      13.5436      10.0069      4.69615      1.06072      1.97144     0.695953            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0 
