-1.561249   -1.250000  
-0.206281   -1.250000  
0.206281   -1.250000  
1.561249   -1.250000  
-1.561249   -1.246000  
-0.206281   -1.246000  
0.206281   -1.246000  
1.561249   -1.246000  
-1.000000   -1.201059  
-0.206281   -1.201059  
0.206281   -1.201059  
1.000000   -1.201059  
-1.000000   -1.197059  
-0.206281   -1.197059  
0.206281   -1.197059  
1.000000   -1.197059  
-1.000000   -1.152118  
-0.206281   -1.152118  
0.206281   -1.152118  
1.000000   -1.152118  
-1.000000   -1.148118  
-0.206281   -1.148118  
0.206281   -1.148118  
1.000000   -1.148118  
-1.000000   -1.103176  
-0.206281   -1.103176  
0.206281   -1.103176  
1.000000   -1.103176  
-1.000000   -1.099176  
-0.206281   -1.099176  
0.206281   -1.099176  
1.000000   -1.099176  
-1.000000   -1.054235  
-0.206281   -1.054235  
0.206281   -1.054235  
1.000000   -1.054235  
-1.000000   -1.050235  
-0.206281   -1.050235  
0.206281   -1.050235  
1.000000   -1.050235  
-1.000000   -1.005294  
-0.206281   -1.005294  
0.206281   -1.005294  
1.000000   -1.005294  
-1.000000   -1.001294  
-0.206281   -1.001294  
0.206281   -1.001294  
1.000000   -1.001294  
-1.000000   -0.956353  
-0.206281   -0.956353  
0.206281   -0.956353  
1.000000   -0.956353  
-1.000000   -0.952353  
-0.206281   -0.952353  
0.206281   -0.952353  
1.000000   -0.952353  
-1.000000   -0.907412  
-0.206281   -0.907412  
0.206281   -0.907412  
1.000000   -0.907412  
-1.000000   -0.903412  
-0.206281   -0.903412  
0.206281   -0.903412  
1.000000   -0.903412  
-1.000000   -0.858471  
-0.206281   -0.858471  
0.206281   -0.858471  
1.000000   -0.858471  
-1.000000   -0.854471  
-0.206281   -0.854471  
0.206281   -0.854471  
1.000000   -0.854471  
-1.000000   -0.809529  
-0.206281   -0.809529  
0.206281   -0.809529  
1.000000   -0.809529  
-1.000000   -0.805529  
-0.206281   -0.805529  
0.206281   -0.805529  
1.000000   -0.805529  
-1.000000   -0.760588  
-0.206281   -0.760588  
0.206281   -0.760588  
1.000000   -0.760588  
-1.000000   -0.756588  
-0.206281   -0.756588  
0.206281   -0.756588  
1.000000   -0.756588  
-1.000000   -0.711647  
-0.206281   -0.711647  
0.206281   -0.711647  
1.000000   -0.711647  
-1.000000   -0.707647  
-0.206281   -0.707647  
0.206281   -0.707647  
1.000000   -0.707647  
-1.000000   -0.662706  
-0.206281   -0.662706  
0.206281   -0.662706  
1.000000   -0.662706  
-1.000000   -0.658706  
-0.206281   -0.658706  
0.206281   -0.658706  
1.000000   -0.658706  
-1.000000   -0.613765  
-0.206281   -0.613765  
0.206281   -0.613765  
1.000000   -0.613765  
-1.000000   -0.609765  
-0.206281   -0.609765  
0.206281   -0.609765  
1.000000   -0.609765  
-1.000000   -0.564824  
-0.206281   -0.564824  
0.206281   -0.564824  
1.000000   -0.564824  
-1.000000   -0.560824  
-0.206281   -0.560824  
0.206281   -0.560824  
1.000000   -0.560824  
-1.000000   -0.515882  
-0.206281   -0.515882  
0.206281   -0.515882  
1.000000   -0.515882  
-1.000000   -0.511882  
-0.206281   -0.511882  
0.206281   -0.511882  
1.000000   -0.511882  
-1.000000   -0.466941  
-0.206281   -0.466941  
0.206281   -0.466941  
1.000000   -0.466941  
-1.000000   -0.462941  
-0.206281   -0.462941  
0.206281   -0.462941  
1.000000   -0.462941  
-1.000000   -0.418000  
-0.206281   -0.418000  
0.206281   -0.418000  
1.000000   -0.418000  
-1.000000   -0.414000  
-0.206281   -0.414000  
0.206281   -0.414000  
1.000000   -0.414000  
-1.000000   -0.369059  
-0.206281   -0.369059  
0.206281   -0.369059  
1.000000   -0.369059  
-1.000000   -0.365059  
-0.206281   -0.365059  
0.206281   -0.365059  
1.000000   -0.365059  
-1.000000   -0.320118  
-0.206281   -0.320118  
0.206281   -0.320118  
1.000000   -0.320118  
-1.000000   -0.316118  
-0.206281   -0.316118  
0.206281   -0.316118  
1.000000   -0.316118  
-1.000000   -0.271176  
-0.206281   -0.271176  
0.206281   -0.271176  
1.000000   -0.271176  
-1.000000   -0.267176  
-0.206281   -0.267176  
0.206281   -0.267176  
1.000000   -0.267176  
-1.000000   -0.222235  
-0.206281   -0.222235  
0.206281   -0.222235  
1.000000   -0.222235  
-1.000000   -0.218235  
-0.206281   -0.218235  
0.206281   -0.218235  
1.000000   -0.218235  
-1.000000   -0.173294  
-0.206281   -0.173294  
0.206281   -0.173294  
1.000000   -0.173294  
-1.000000   -0.169294  
-0.206281   -0.169294  
0.206281   -0.169294  
1.000000   -0.169294  
-1.000000   -0.124353  
-0.206281   -0.124353  
0.206281   -0.124353  
1.000000   -0.124353  
-1.000000   -0.120353  
-0.206281   -0.120353  
0.206281   -0.120353  
1.000000   -0.120353  
-1.000000   -0.075412  
-0.206281   -0.075412  
0.206281   -0.075412  
1.000000   -0.075412  
-1.000000   -0.071412  
-0.206281   -0.071412  
0.206281   -0.071412  
1.000000   -0.071412  
-1.000000   -0.026471  
-0.206281   -0.026471  
0.206281   -0.026471  
1.000000   -0.026471  
-1.000000   -0.022471  
-0.206281   -0.022471  
0.206281   -0.022471  
1.000000   -0.022471  
-1.000000   0.022471  
-0.206281   0.022471  
0.206281   0.022471  
1.000000   0.022471  
-1.000000   0.026471  
-0.206281   0.026471  
0.206281   0.026471  
1.000000   0.026471  
-1.000000   0.071412  
-0.206281   0.071412  
0.206281   0.071412  
1.000000   0.071412  
-1.000000   0.075412  
-0.206281   0.075412  
0.206281   0.075412  
1.000000   0.075412  
-1.000000   0.120353  
-0.206281   0.120353  
0.206281   0.120353  
1.000000   0.120353  
-1.000000   0.124353  
-0.206281   0.124353  
0.206281   0.124353  
1.000000   0.124353  
-1.000000   0.169294  
-0.206281   0.169294  
0.206281   0.169294  
1.000000   0.169294  
-1.000000   0.173294  
-0.206281   0.173294  
0.206281   0.173294  
1.000000   0.173294  
-1.000000   0.218235  
-0.206281   0.218235  
0.206281   0.218235  
1.000000   0.218235  
-1.000000   0.222235  
-0.206281   0.222235  
0.206281   0.222235  
1.000000   0.222235  
-1.000000   0.267176  
-0.206281   0.267176  
0.206281   0.267176  
1.000000   0.267176  
-1.000000   0.271176  
-0.206281   0.271176  
0.206281   0.271176  
1.000000   0.271176  
-1.000000   0.316118  
-0.206281   0.316118  
0.206281   0.316118  
1.000000   0.316118  
-1.000000   0.320118  
-0.206281   0.320118  
0.206281   0.320118  
1.000000   0.320118  
-1.000000   0.365059  
-0.206281   0.365059  
0.206281   0.365059  
1.000000   0.365059  
-1.000000   0.369059  
-0.206281   0.369059  
0.206281   0.369059  
1.000000   0.369059  
-1.000000   0.414000  
-0.206281   0.414000  
0.206281   0.414000  
1.000000   0.414000  
-1.000000   0.418000  
-0.206281   0.418000  
0.206281   0.418000  
1.000000   0.418000  
-1.000000   0.462941  
-0.206281   0.462941  
0.206281   0.462941  
1.000000   0.462941  
-1.000000   0.466941  
-0.206281   0.466941  
0.206281   0.466941  
1.000000   0.466941  
-1.000000   0.511882  
-0.206281   0.511882  
0.206281   0.511882  
1.000000   0.511882  
-1.000000   0.515882  
-0.206281   0.515882  
0.206281   0.515882  
1.000000   0.515882  
-1.000000   0.560824  
-0.206281   0.560824  
0.206281   0.560824  
1.000000   0.560824  
-1.000000   0.564824  
-0.206281   0.564824  
0.206281   0.564824  
1.000000   0.564824  
-1.000000   0.609765  
-0.206281   0.609765  
0.206281   0.609765  
1.000000   0.609765  
-1.000000   0.613765  
-0.206281   0.613765  
0.206281   0.613765  
1.000000   0.613765  
-1.000000   0.658706  
-0.206281   0.658706  
0.206281   0.658706  
1.000000   0.658706  
-1.000000   0.662706  
-0.206281   0.662706  
0.206281   0.662706  
1.000000   0.662706  
-1.000000   0.707647  
-0.206281   0.707647  
0.206281   0.707647  
1.000000   0.707647  
-1.000000   0.711647  
-0.206281   0.711647  
0.206281   0.711647  
1.000000   0.711647  
