-0.000389     0.031995     -100.000000     100.000005     1  
-0.010879     0.030320     -100.000000     100.000005     2  
-0.019783     0.025786     -100.000000     100.000005     3  
-0.027028     0.019239     -100.000000     100.000006     4  
-0.030021     0.010187     -100.000000     100.000005     5  
-0.031684     0.000672     -100.000000     100.000005     6  
-0.028933     -0.011150     -100.000000     100.000005     7  
-0.024366     -0.019704     -100.000000     100.000005     8  
-0.015551     -0.025018     -100.000000     100.000004     9  
-0.005682     -0.028261     -100.000000     100.000004     10  
0.003729     -0.029561     -100.000000     100.000004     11  
0.013847     -0.026099     -100.000000     100.000004     12  
0.021667     -0.019332     -100.000000     100.000004     13  
0.026795     -0.013005     -100.000000     100.000004     14  
0.029735     -0.002712     -100.000000     100.000004     15  
0.029199     0.005962     -100.000000     100.000004     16  
0.025064     0.014129     -100.000000     100.000004     17  
0.019047     0.020584     -100.000000     100.000004     18  
0.012972     0.024817     -100.000000     100.000004     19  
0.004240     0.027534     -100.000000     100.000004     20  
-0.003874     0.026839     -100.000000     100.000004     21  
-0.011156     0.024734     -100.000000     100.000004     22  
-0.019831     0.019289     -100.000000     100.000004     23  
-0.026335     0.012753     -100.000000     100.000004     24  
-0.027686     0.003995     -100.000000     100.000004     25  
-0.027780     -0.003796     -100.000000     100.000004     26  
-0.025729     -0.012715     -100.000000     100.000004     27  
-0.019202     -0.019326     -100.000000     100.000004     28  
-0.012025     -0.025257     -100.000000     100.000004     29  
-0.003019     -0.026872     -100.000000     100.000004     30  
0.006171     -0.027171     -100.000000     100.000004     31  
0.013703     -0.023783     -100.000000     100.000004     32  
0.020040     -0.018292     -100.000000     100.000004     33  
0.024662     -0.011746     -100.000000     100.000004     34  
0.027481     -0.003460     -100.000000     100.000004     35  
0.026955     0.004999     -100.000000     100.000004     36  
0.023885     0.013459     -100.000000     100.000004     37  
0.018039     0.019737     -100.000000     100.000004     38  
0.011013     0.023027     -100.000000     100.000003     39  
0.003656     0.024887     -100.000000     100.000003     40  
-0.005788     0.025378     -100.000000     100.000003     41  
-0.013694     0.020907     -100.000000     100.000003     42  
-0.019247     0.015429     -100.000000     100.000003     43  
-0.023490     0.009168     -100.000000     100.000003     44  
-0.024979     0.002509     -100.000000     100.000003     45  
-0.024634     -0.004062     -100.000000     100.000003     46  
-0.022682     -0.011306     -100.000000     100.000003     47  
-0.017082     -0.018257     -100.000000     100.000003     48  
-0.010042     -0.023469     -100.000000     100.000003     49  
-0.002153     -0.026354     -100.000000     100.000003     50  
0.005487     -0.026951     -100.000000     100.000004     51  
0.013282     -0.022837     -100.000000     100.000003     52  
0.019184     -0.017532     -100.000000     100.000003     53  
0.024916     -0.010110     -100.000000     100.000004     54  
0.024483     -0.000512     -100.000000     100.000003     55  
0.023879     0.007281     -100.000000     100.000003     56  
0.019497     0.014300     -100.000000     100.000003     57  
0.013485     0.020367     -100.000000     100.000003     58  
0.005986     0.021846     -100.000000     100.000003     59  
-0.000876     0.022689     -100.000000     100.000003     60  
-0.007662     0.019947     -100.000000     100.000002     61  
-0.012757     0.016467     -100.000000     100.000002     62  
-0.016600     0.012742     -100.000000     100.000002     63  
-0.021641     0.007157     -100.000000     100.000003     64  
-0.022733     -0.000397     -100.000000     100.000003     65  
-0.020798     -0.008360     -100.000000     100.000003     66  
-0.017754     -0.013179     -100.000000     100.000002     67  
-0.013065     -0.018117     -100.000000     100.000002     68  
-0.007003     -0.022538     -100.000000     100.000003     69  
-0.000212     -0.024036     -100.000000     100.000003     70  
0.007364     -0.022543     -100.000000     100.000003     71  
0.014678     -0.019234     -100.000000     100.000003     72  
0.018570     -0.014137     -100.000000     100.000003     73  
0.023576     -0.007820     -100.000000     100.000003     74  
0.025003     0.000124     -100.000000     100.000003     75  
0.023419     0.007935     -100.000000     100.000003     76  
0.020454     0.014976     -100.000000     100.000003     77  
0.016107     0.020282     -100.000000     100.000003     78  
0.008664     0.023969     -100.000000     100.000003     79  
0.000548     0.024791     -100.000000     100.000003     80  
-0.007507     0.022973     -100.000000     100.000003     81  
-0.015129     0.018327     -100.000000     100.000003     82  
-0.019874     0.012169     -100.000000     100.000003     83  
-0.021909     0.005675     -100.000000     100.000003     84  
-0.021436     -0.001178     -100.000000     100.000002     85  
-0.018747     -0.008933     -100.000000     100.000002     86  
-0.014752     -0.013854     -100.000000     100.000002     87  
-0.009817     -0.017550     -100.000000     100.000002     88  
-0.004628     -0.020139     -100.000000     100.000002     89  
0.001694     -0.021847     -100.000000     100.000002     90  
0.007286     -0.020503     -100.000000     100.000002     91  
0.013964     -0.018608     -100.000000     100.000003     92  
0.018439     -0.013505     -100.000000     100.000003     93  
0.022092     -0.005960     -100.000000     100.000003     94  
0.023480     0.001760     -100.000000     100.000003     95  
0.021985     0.010395     -100.000000     100.000003     96  
0.017149     0.017816     -100.000000     100.000003     97  
0.011512     0.022633     -100.000000     100.000003     98  
0.004193     0.024297     -100.000000     100.000003     99  
